ac_type_id,ac_type_cleaned,ac_category
1068,Harbin Yunshuji Y-12-II,Civilian Passenger Aircraft
1069,Hawker 800A,Civilian Passenger Aircraft
1070,Hawker Hunter,Military Fighter Aircraft
1071,Hawker Siddeley HS 748-260,Civilian Passenger Aircraft
1072,Hawker Siddeley HS-121 Trident 2E,Civilian Passenger Aircraft
1073,Hawker Siddeley HS-125,Civilian Passenger Aircraft
1074,Hawker Siddeley HS-748,Civilian Passenger Aircraft
1075,Hawker Siddeley HS-748-209,Civilian Passenger Aircraft
1076,Hawker Siddeley HS-748-215-2,Civilian Passenger Aircraft
1077,Hawker Siddeley HS-748-230,Civilian Passenger Aircraft
1078,Hawker Siddeley HS-748-234,Civilian Passenger Aircraft
1079,Hawker Siddeley HS-748-235,Civilian Passenger Aircraft
1080,Hawker Siddeley HS-748-246,Civilian Passenger Aircraft
1081,Hawker Siddeley HS-748-2A,Civilian Passenger Aircraft
1082,Hawker Siddeley HS-748-329,Civilian Passenger Aircraft
1083,Hawker Siddeley HS-748-353,Civilian Passenger Aircraft
1084,Hawker Siddeley HS-748-357,Civilian Passenger Aircraft
1085,Hawker Siddeley HS-748-372,Civilian Passenger Aircraft
1086,Hawker Siddeley HS-748-435,Civilian Passenger Aircraft
1087,Hawker Siddeley HS-748-501,Civilian Passenger Aircraft
1088,Hawker Siddeley HS-748-FAA,Civilian Passenger Aircraft
1089,Hawker Siddeley Trident 1C,Civilian Passenger Aircraft
1090,Hawker Siddeley Trident 2E,Civilian Passenger Aircraft
1091,Hawker-Siddeley DH-125-1A/522,Civilian Passenger Aircraft
1092,Heinkel 116,Civilian Passenger Aircraft
1093,Heinkel HE-2,Civilian Passenger Aircraft
1094,Heinkel He-111,Military Fighter Aircraft
1095,Heinkel He-70,Civilian Passenger Aircraft
1096,Helicopter,Helicopters
1097,"Helicopter, Hughes 369HS",Helicopters
1098,Hindustan Aeronautics 748-2,Civilian Passenger Aircraft
1099,Howard 250,Civilian Passenger Aircraft
1100,Hughes 369D,Helicopters
1101,Hughes 369HS,Helicopters
1102,IAI 1124 Westwind,Civilian Passenger Aircraft
1103,IAI 1124A Westwind II,Civilian Passenger Aircraft
1104,IAI Arava 201,Civilian Passenger Aircraft
1105,IPTN 332C Super Puma,Helicopters
1106,Illyushin IL-76,Cargo and Transport Aircraft
1107,Ilushin IL-14,Civilian Passenger Aircraft
1108,Ilushin IL-76TD,Cargo and Transport Aircraft
1109,Iluyshin IL-86,Civilian Passenger Aircraft
1110,Ilysushin IL-76T,Cargo and Transport Aircraft
1111,Ilysushin IL-76TD,Cargo and Transport Aircraft
1112,Ilyushin II-76TD,Cargo and Transport Aircraft
1113,Ilyushin IL-12,Civilian Passenger Aircraft
1114,Ilyushin IL-12B,Civilian Passenger Aircraft
1115,Ilyushin IL-14,Civilian Passenger Aircraft
1116,Ilyushin IL-14M,Civilian Passenger Aircraft
1117,Ilyushin IL-14P,Civilian Passenger Aircraft
1118,Ilyushin IL-14T,Civilian Passenger Aircraft
1119,Ilyushin IL-18,Civilian Passenger Aircraft
1120,Ilyushin IL-18A,Civilian Passenger Aircraft
1121,Ilyushin IL-18B,Civilian Passenger Aircraft
1122,Ilyushin IL-18D,Civilian Passenger Aircraft
1123,Ilyushin IL-18E,Civilian Passenger Aircraft
1124,Ilyushin IL-18L,Civilian Passenger Aircraft
1125,Ilyushin IL-18V,Civilian Passenger Aircraft
1126,Ilyushin IL-2,Military Fighter Aircraft
1127,Ilyushin IL-20M,Civilian Passenger Aircraft
1128,Ilyushin IL-38,Cargo and Transport Aircraft
1129,Ilyushin IL-62,Civilian Passenger Aircraft
1130,Ilyushin IL-62M,Civilian Passenger Aircraft
1131,Ilyushin IL-62MK,Civilian Passenger Aircraft
1132,Ilyushin IL-76,Cargo and Transport Aircraft
1133,Ilyushin IL-76M,Cargo and Transport Aircraft
1134,Ilyushin IL-76MD,Cargo and Transport Aircraft
1135,Ilyushin IL-76T,Cargo and Transport Aircraft
1136,Ilyushin IL-76TD,Cargo and Transport Aircraft
1137,Junkers 52/3m,Cargo and Transport Aircraft
1138,Junkers F-13,Civilian Passenger Aircraft
1139,Junkers G-23,Civilian Passenger Aircraft
1140,Junkers G-24,Civilian Passenger Aircraft
1141,Junkers G-31,Civilian Passenger Aircraft
1142,Junkers JL-6,Civilian Passenger Aircraft
1143,Junkers JU-160,Cargo and Transport Aircraft
1144,Junkers JU-38,Cargo and Transport Aircraft
1145,Junkers JU-52,Cargo and Transport Aircraft
1146,Junkers JU-52/3m,Cargo and Transport Aircraft
1147,Junkers JU-52/3mge,Cargo and Transport Aircraft
1148,Junkers JU-53/2m,Cargo and Transport Aircraft
1149,Junkers JU-53/3m,Cargo and Transport Aircraft
1150,Junkers JU-86,Cargo and Transport Aircraft
1151,Junkers JU-90A-1,Cargo and Transport Aircraft
1152,Junkers JU86 Z-2,Cargo and Transport Aircraft
1153,Junkers JU90V2,Cargo and Transport Aircraft
1154,Junkers W-33,Cargo and Transport Aircraft
1155,Junkers W-34,Cargo and Transport Aircraft
1156,KB-50,Cargo and Transport Aircraft
1157,KJ-2000,Specialized or Experimental Aircraft
1158,Kalinin K-4,Civilian Passenger Aircraft
1159,Kalinin K-7,Civilian Passenger Aircraft
1160,Kawasaki C-1,Cargo and Transport Aircraft
1161,Kawasaki C-1A,Cargo and Transport Aircraft
1162,Koolhoven FK.43,Civilian Passenger Aircraft
1163,Kubicek BB85Z Hot Air Balloon,Airships
1164,LET  410M Turbojet,Civilian Passenger Aircraft
1165,LVG C VI,Civilian Passenger Aircraft
1166,Lasco Lascowl,Civilian Passenger Aircraft
1167,Latecoere 23,Civilian Passenger Aircraft
1168,Latecoere 25,Civilian Passenger Aircraft
1169,Latecoere 26,Civilian Passenger Aircraft
1170,Latecoere 28,Civilian Passenger Aircraft
1171,Latecoere 300,Civilian Passenger Aircraft
1172,Latecoere 301,Civilian Passenger Aircraft
1173,Latecoere 32,Civilian Passenger Aircraft
1174,Latecoere 631,Civilian Passenger Aircraft
1175,Learjet 23,Civilian Passenger Aircraft
1176,Learjet 23A,Civilian Passenger Aircraft
1177,Learjet 24,Civilian Passenger Aircraft
1178,Learjet 24A,Civilian Passenger Aircraft
1179,Learjet 24D,Civilian Passenger Aircraft
1180,Learjet 25,Civilian Passenger Aircraft
1181,Learjet 25B,Civilian Passenger Aircraft
1182,Learjet 25D,Civilian Passenger Aircraft
1183,Learjet 35A,Civilian Passenger Aircraft
1184,Learjet 55,Civilian Passenger Aircraft
1185,Learjet 60,Civilian Passenger Aircraft
1186,Let Aero 45S,Civilian Passenger Aircraft
1187,Let L-401UVP,Cargo and Transport Aircraft
1188,Let L-410,Cargo and Transport Aircraft
1189,Let L-410A,Cargo and Transport Aircraft
1190,Let L-410M,Cargo and Transport Aircraft
1192,Let L-410MU,Cargo and Transport Aircraft
1193,Let L-410UVP,Cargo and Transport Aircraft
1194,Let L-410UVP-E,Cargo and Transport Aircraft
1195,Let L-420UVP-E,Cargo and Transport Aircraft
1196,Liore et Olivier 190,Vintage Aircraft
1197,Liore et Olivier H-246 Air Boat,Vintage Aircraft
1198,Liore-et-Olivier 213,Vintage Aircraft
1199,Lioré-et-Olivier H-13,Vintage Aircraft
1200,Lioré-et-Olivier H-242,Vintage Aircraft
1201,Lioré-et-Olivier LeO H-13,Vintage Aircraft
1202,Lisunov LI-2,Cargo and Transport Aircraft
1203,Lisunov LI-2P,Cargo and Transport Aircraft
1204,Lockheed 10 Electra,Vintage Aircraft
1205,Lockheed 049 Constellation,Civilian Passenger Aircraft
1206,Lockheed 049-46 Constellation,Civilian Passenger Aircraft
1207,Lockheed 049-46-21 Constellation,Civilian Passenger Aircraft
1208,Lockheed 049-46-25 Constellation,Civilian Passenger Aircraft
1209,Lockheed 049-46-26 Constellation,Civilian Passenger Aircraft
1211,Lockheed 1011-200 TriStar,Civilian Passenger Aircraft
1212,Lockheed 1049C Super Constellation,Civilian Passenger Aircraft
1213,Lockheed 1049C-55 Super Constellation,Civilian Passenger Aircraft
1214,Lockheed 1049E Super Constellation,Civilian Passenger Aircraft
1215,Lockheed 1049E-55 Super Constellation,Civilian Passenger Aircraft
1216,Lockheed 1049G Super Constellation,Civilian Passenger Aircraft
1217,Lockheed 1049G-55 Super Constellation,Civilian Passenger Aircraft
1218,Lockheed 1049H Super Constellation,Civilian Passenger Aircraft
1219,Lockheed 1049H-82 Super Constellation,Civilian Passenger Aircraft
1220,Lockheed 10A Electra,Vintage Aircraft
1221,Lockheed 10B Electra,Vintage Aircraft
1222,Lockheed 10C Electra,Vintage Aircraft
1223,Lockheed 10E Electra,Civilian Passenger Aircraft
1224,Lockheed 1329 Jetstar 8,Civilian Passenger Aircraft
1225,Lockheed 1339,Civilian Passenger Aircraft
1226,Lockheed 14 Electra,Vintage Aircraft
1227,Lockheed 14-H Super Electra,Vintage Aircraft
1228,Lockheed 14-H2 Super Electra,Vintage Aircraft
1229,Lockheed 14-WF62 Super Electra,Vintage Aircraft
1230,Lockheed 14H Super Electra,Vintage Aircraft
1231,Lockheed 1649A Starliner,Civilian Passenger Aircraft
1232,Lockheed 18 Lodestar,Vintage Aircraft
1233,Lockheed 18-08 Lodestar,Vintage Aircraft
1234,Lockheed 18-56 Loadstar,Vintage Aircraft
1235,Lockheed 18-56 LodeStar,Vintage Aircraft
1236,Lockheed 18-56 Lodestar,Vintage Aircraft
1237,Lockheed 188A Electra,Civilian Passenger Aircraft
1238,Lockheed 188AF Electra,Civilian Passenger Aircraft
1239,Lockheed 188C  Electra,Civilian Passenger Aircraft
1240,Lockheed 188C Electra,Civilian Passenger Aircraft
1241,Lockheed 188CF Electra,Civilian Passenger Aircraft
1242,Lockheed 382B Hercules,Cargo and Transport Aircraft
1243,Lockheed 414 Hudson,Civilian Passenger Aircraft
1244,Lockheed 5 Vega,Vintage Aircraft
1245,Lockheed 649 Constellation,Civilian Passenger Aircraft
1246,Lockheed 749,Civilian Passenger Aircraft
1247,Lockheed 749 Constellation,Civilian Passenger Aircraft
1248,Lockheed 749-79-33 Constellation,Civilian Passenger Aircraft
1249,Lockheed 749-79-34 Constellation,Civilian Passenger Aircraft
1250,Lockheed 749A Constellation,Civilian Passenger Aircraft
1251,Lockheed 749A-79 Constellation,Civilian Passenger Aircraft
1252,Lockheed 749A-79-32 Constellation,Civilian Passenger Aircraft
1253,Lockheed 749A-79-33 Constellation,Civilian Passenger Aircraft
1254,Lockheed 749C-79-12 Constellation,Civilian Passenger Aircraft
1255,Lockheed 9 Orion,Vintage Aircraft
1256,Lockheed C-121C Super Constellation,Civilian Passenger Aircraft
1257,Lockheed C-130,Cargo and Transport Aircraft
1258,Lockheed C-130A,Cargo and Transport Aircraft
1259,Lockheed C-130B,Cargo and Transport Aircraft
1260,Lockheed C-130D,Cargo and Transport Aircraft
1261,Lockheed C-130E,Cargo and Transport Aircraft
1262,Lockheed C-130H,Cargo and Transport Aircraft
1263,Lockheed C-130J,Cargo and Transport Aircraft
1264,Lockheed C-130K,Cargo and Transport Aircraft
1265,Lockheed C-141A,Cargo and Transport Aircraft
1266,Lockheed C-141B,Cargo and Transport Aircraft
1267,Lockheed C-28,Cargo and Transport Aircraft
1268,Lockheed C-56B Lodestar,Cargo and Transport Aircraft
1269,Lockheed C-5A,Cargo and Transport Aircraft
1270,Lockheed C-5A Galaxy,Cargo and Transport Aircraft
1271,Lockheed C-60 Lodestar,Cargo and Transport Aircraft
1272,Lockheed C-69 Constellation,Cargo and Transport Aircraft
1273,Lockheed C121J,Cargo and Transport Aircraft
1274,Lockheed EC-121H,Cargo and Transport Aircraft
1275,Lockheed EC-121M,Cargo and Transport Aircraft
1276,Lockheed EC-121P,Cargo and Transport Aircraft
1277,Lockheed EC-130E,Cargo and Transport Aircraft
1278,Lockheed EC-130Q,Cargo and Transport Aircraft
1279,Lockheed HC-130H,Cargo and Transport Aircraft
1280,Lockheed HC-130P,Cargo and Transport Aircraft
1281,Lockheed Hercules KC-130R,Cargo and Transport Aircraft
1282,Lockheed Hercules MC-130H,Cargo and Transport Aircraft
1283,Lockheed Hudson,Cargo and Transport Aircraft
1284,Lockheed Hudson A16-97,Cargo and Transport Aircraft
1285,Lockheed Hudson IIIA,Cargo and Transport Aircraft
1286,Lockheed Hudson VI,Cargo and Transport Aircraft
1287,Lockheed KC-130F,Cargo and Transport Aircraft
1288,Lockheed KC-130T Hercules,Cargo and Transport Aircraft
1289,Lockheed L- 749A Constellation,Civilian Passenger Aircraft
1290,Lockheed L-100,Cargo and Transport Aircraft
1291,Lockheed L-100-20,Cargo and Transport Aircraft
1292,Lockheed L-100-30,Cargo and Transport Aircraft
1293,Lockheed L-1011,Civilian Passenger Aircraft
1294,Lockheed L-1011 TriStar 1,Civilian Passenger Aircraft
1295,Lockheed L-1011-1 TriStar,Civilian Passenger Aircraft
1296,Lockheed L-1011-100,Civilian Passenger Aircraft
1297,Lockheed L-1011-200,Civilian Passenger Aircraft
1298,Lockheed L188A Electra,Civilian Passenger Aircraft
1299,Lockheed MC-130E-Y,Cargo and Transport Aircraft
1300,Lockheed MC-130H Hercules,Cargo and Transport Aircraft
1301,Lockheed Martin L-100-10,Cargo and Transport Aircraft
1302,Lockheed Martin L-100-30 Hercules,Cargo and Transport Aircraft
1303,Lockheed Orion,Civilian Passenger Aircraft
1304,Lockheed Orion 9,Civilian Passenger Aircraft
1305,Lockheed Orion 9D,Civilian Passenger Aircraft
1306,Lockheed Orion 9E Explorer float plane,Civilian Passenger Aircraft
1307,Lockheed P-2E Neptune,Cargo and Transport Aircraft
1308,Lockheed P-3A,Military Fighter Aircraft
1309,Lockheed P-3A Orion,Cargo and Transport Aircraft
1310,Lockheed P-3B Orion,Cargo and Transport Aircraft
1311,Lockheed P-3C / Convair CV-990-30A-5,Cargo and Transport Aircraft
1312,Lockheed P-3C / Lockheed P-3C,Cargo and Transport Aircraft
1313,Lockheed P2V-7,Cargo and Transport Aircraft
1314,Lockheed R7V-1,Cargo and Transport Aircraft
1315,Lockheed Super Constellation,Civilian Passenger Aircraft
1316,Lockheed Vega,Civilian Passenger Aircraft
1317,Lockheed Vega 2,Civilian Passenger Aircraft
1318,Lockheed Vega 5,Civilian Passenger Aircraft
1319,Lockheed Vega 5B,Civilian Passenger Aircraft
1320,Lockheed Vega 5C,Civilian Passenger Aircraft
1321,Lockheed WV-2,Cargo and Transport Aircraft
1322,Lockheed WV-2 Super Constellation,Cargo and Transport Aircraft
1323,Loening C-2C,Cargo and Transport Aircraft
1324,Loening C-W Air Yacht,Civilian Passenger Aircraft
1325,M28 Skytruck,Cargo and Transport Aircraft
1326,MD DC-8-11 / Lockheed 1049 S Const,Cargo and Transport Aircraft
1327,MD Douglas DC-9-31/Piper Cherokee PA-28,Civilian Passenger Aircraft
1328,MD Douglas DC-9-32/Convair CV-990A,Civilian Passenger Aircraft
1329,MI 172 V5 helicopter,Helicopters
1330,Macchi C-94,Cargo and Transport Aircraft
1331,Macchi C.100,Civilian Passenger Aircraft
1332,Martin 202,Civilian Passenger Aircraft
1333,Martin 202A / DC-3,Civilian Passenger Aircraft
1334,Martin 404,Civilian Passenger Aircraft
1335,Martin M-130 (flying boat),Vintage Aircraft
1336,Martin Mariner,Cargo and Transport Aircraft
1337,Martin PBM Mariner,Cargo and Transport Aircraft
1338,Martin PBM-3S,Cargo and Transport Aircraft
1339,Mc Donnell Dougals DC-9,Civilian Passenger Aircraft
1340,Mc Donnell Douglas 369FF Rotocraft,Helicopters
1341,Mc Donnell Douglas MD-81,Civilian Passenger Aircraft
1342,Mc Donnell Douglas MD-83,Civilian Passenger Aircraft
1343,McDonnel F-4E Phantom II,Military Fighter Aircraft
1344,McDonnell DC-9-32,Civilian Passenger Aircraft
1345,McDonnell Douglas 369D,Helicopters
1346,McDonnell Douglas C-17A Globemaster III,Cargo and Transport Aircraft
1347,McDonnell Douglas DC-10-10,Civilian Passenger Aircraft
1348,McDonnell Douglas DC-10-30,Civilian Passenger Aircraft
1349,McDonnell Douglas DC-10-30CF,Civilian Passenger Aircraft
1350,McDonnell Douglas DC-8,Civilian Passenger Aircraft
1351,McDonnell Douglas DC-8-12,Civilian Passenger Aircraft
1352,McDonnell Douglas DC-8-21,Civilian Passenger Aircraft
1353,McDonnell Douglas DC-8-33,Civilian Passenger Aircraft
1354,McDonnell Douglas DC-8-43,Civilian Passenger Aircraft
1355,McDonnell Douglas DC-8-51,Civilian Passenger Aircraft
1356,McDonnell Douglas DC-8-52,Civilian Passenger Aircraft
1357,McDonnell Douglas DC-8-53,Civilian Passenger Aircraft
1358,McDonnell Douglas DC-8-54F37,Civilian Passenger Aircraft
1359,McDonnell Douglas DC-8-55F,Civilian Passenger Aircraft
1360,McDonnell Douglas DC-8-61,Civilian Passenger Aircraft
1361,McDonnell Douglas DC-8-61F,Civilian Passenger Aircraft
1362,McDonnell Douglas DC-8-62,Civilian Passenger Aircraft
1363,McDonnell Douglas DC-8-62H,Civilian Passenger Aircraft
1364,McDonnell Douglas DC-8-63,Civilian Passenger Aircraft
1365,McDonnell Douglas DC-8-63AF,Civilian Passenger Aircraft
1366,McDonnell Douglas DC-8-63CF,Civilian Passenger Aircraft
1367,McDonnell Douglas DC-8-63F,Civilian Passenger Aircraft
1368,McDonnell Douglas DC-8-63PF,Civilian Passenger Aircraft
1369,McDonnell Douglas DC-8-71F,Civilian Passenger Aircraft
1370,McDonnell Douglas DC-8F-54F,Civilian Passenger Aircraft
1371,McDonnell Douglas DC-8F-55,Civilian Passenger Aircraft
1372,McDonnell Douglas DC-9,Civilian Passenger Aircraft
1373,McDonnell Douglas DC-9-14,Civilian Passenger Aircraft
1374,McDonnell Douglas DC-9-15,Civilian Passenger Aircraft
1375,McDonnell Douglas DC-9-15RC,Civilian Passenger Aircraft
1376,McDonnell Douglas DC-9-30,Civilian Passenger Aircraft
1377,McDonnell Douglas DC-9-31,Civilian Passenger Aircraft
1378,McDonnell Douglas DC-9-32,Civilian Passenger Aircraft
1379,McDonnell Douglas DC-9-33CF,Civilian Passenger Aircraft
1380,McDonnell Douglas DC-9-33RC,Civilian Passenger Aircraft
1381,McDonnell Douglas DC-9-51,Civilian Passenger Aircraft
1382,McDonnell Douglas DC-9-82,Civilian Passenger Aircraft
1383,McDonnell Douglas MD-11,Civilian Passenger Aircraft
1384,McDonnell Douglas MD-11F,Civilian Passenger Aircraft
1385,McDonnell Douglas MD-81,Civilian Passenger Aircraft
1386,McDonnell Douglas MD-82,Civilian Passenger Aircraft
1387,McDonnell Douglas MD-83,Civilian Passenger Aircraft
1388,McDonnell Douglas MD-88,Civilian Passenger Aircraft
1389,McDonnell Douglas MD-90-30,Civilian Passenger Aircraft
1390,Messerschmitt M-20,Vintage Aircraft
1391,Mil Mi 17V-5,Helicopters
1392,Mil Mi 8,Helicopters
1393,Mil Mi-15 UTI,Helicopters
1394,Mil Mi-17,Helicopters
1395,Mil Mi-171,Helicopters
1396,Mil Mi-172,Helicopters
1397,Mil Mi-18,Helicopters
1398,Mil Mi-23,Helicopters
1399,Mil Mi-26,Helicopters
1400,Mil Mi-35,Helicopters
1401,Mil Mi-4,Helicopters
1402,Mil Mi-6,Helicopters
1403,Mil Mi-8,Helicopters
1404,Mil Mi-8 helicopter,Helicopters
1405,Mil Mi-8MTV,Helicopters
1406,Mil Mi-8T,Helicopters
1407,Mil- Mi-17B-5,Helicopters
1408,Military - U.S. Air Force,Military Fighter Aircraft
1409,Mitsubishi MC-20,Civilian Passenger Aircraft
1410,Mitsubishi MU-2B,General Aviation and Private Aircraft
1411,Mitsubishi MU-2B-35,General Aviation and Private Aircraft
1412,Mitsubishi MU-2B-60,General Aviation and Private Aircraft
1413,NAMC YS-11A-202,Civilian Passenger Aircraft
1414,NAMC YS-11A-211,Civilian Passenger Aircraft
1415,NAMC YS-11A-219,Civilian Passenger Aircraft
1416,NAMC YS-11A-227,Civilian Passenger Aircraft
1417,NAMC YS-11A-300F,Civilian Passenger Aircraft
1418,NAMC YS-11A-500,Civilian Passenger Aircraft
1419,NAMC-YS-11-111,Civilian Passenger Aircraft
1420,Nakajima A-T2,Military Fighter Aircraft
1421,Noorduyn Norseman,Civilian Passenger Aircraft
1422,Nord 2501 Noratlas,Cargo and Transport Aircraft
1423,Nord 262,Civilian Passenger Aircraft
1424,Nord 262A-33,Civilian Passenger Aircraft
1425,Nord 262A-34,Civilian Passenger Aircraft
1426,Nord 262A-44,Civilian Passenger Aircraft
1427,Nord 262C-66,Civilian Passenger Aircraft
1428,Nord 262E,Civilian Passenger Aircraft
1429,North American B-25D bomber,Military Fighter Aircraft
1430,North American CT-39A Sabreline,Civilian Passenger Aircraft
1431,North American F-100D-25NA,Military Fighter Aircraft
1432,North American P-51D-15-NA Mustang,Military Fighter Aircraft
1433,Northrop Alpha 3,Civilian Passenger Aircraft
1434,Northrop Delta,Civilian Passenger Aircraft
1435,Northrop F-5A,Military Fighter Aircraft
1436,OFM F-VIIb/3m,Civilian Passenger Aircraft
1437,PA-34-200 Seneca I,General Aviation and Private Aircraft
1438,PAC 750XL,General Aviation and Private Aircraft
1439,PZL-Mielec AN-2R,Civilian Passenger Aircraft
1440,PZL-Mielec M28,Cargo and Transport Aircraft
1441,Pacific Aerospace,General Aviation and Private Aircraft
1442,Piaggio PD-808,Civilian Passenger Aircraft
1443,Pilatus Britten-Norman BN-2A-21 Islander,General Aviation and Private Aircraft
1444,Pilatus Britten-Norman BN-2A-27 Islander,General Aviation and Private Aircraft
1445,Pilatus Britten-Norman BN-2B-26 Islander,General Aviation and Private Aircraft
1446,Pilatus Britten-Norman BN-2B-27 Islander,General Aviation and Private Aircraft
1447,Pilatus PC-12/45,General Aviation and Private Aircraft
1448,Pilatus PC-12/47,General Aviation and Private Aircraft
1449,Pilatus PC-6 Turbo Porter,General Aviation and Private Aircraft
1450,Pilatus PC-6/B2-H2 Turbo-Porter,General Aviation and Private Aircraft
1451,Pilatus PC6CH2,General Aviation and Private Aircraft
1452,Pilatus Pc-6C,General Aviation and Private Aircraft
1453,Pilgrim 100B,Civilian Passenger Aircraft
1454,Piper Aerostar 601 / Bell 412SP,General Aviation and Private Aircraft
1455,Piper Navajo PA-31/ Piper Seminole PA-44,General Aviation and Private Aircraft
1456,Piper PA-23,General Aviation and Private Aircraft
1457,Piper PA-23-250 Aztec,General Aviation and Private Aircraft
1458,Piper PA-24-250 Comanche,General Aviation and Private Aircraft
1459,Piper PA-28-180,General Aviation and Private Aircraft
1460,Piper PA-31,General Aviation and Private Aircraft
1461,Piper PA-31-310 Navajo,General Aviation and Private Aircraft
1462,Piper PA-31-325 Navajo,General Aviation and Private Aircraft
1463,Piper PA-31-350,General Aviation and Private Aircraft
1464,Piper PA-32,General Aviation and Private Aircraft
1465,Piper PA-32-R301 Saratoga II HP,General Aviation and Private Aircraft
1466,Piper PA-42 Cheyenne,General Aviation and Private Aircraft
1467,Piper PA31-310,General Aviation and Private Aircraft
1468,Pitcairn PA-6,General Aviation and Private Aircraft
1469,Potez 29,Civilian Passenger Aircraft
1470,Potez 621,Civilian Passenger Aircraft
1471,Potez IX,Civilian Passenger Aircraft
1472,R4D-5,Cargo and Transport Aircraft
1473,Reims Aviation 406,General Aviation and Private Aircraft
1474,Robertson R44 helicopter,Helicopters
1475,Rochrbach Roland,Vintage Aircraft
1476,Rockwell 500S Shrike Commander,General Aviation and Private Aircraft
1477,Rockwell CT-39A Sabreliner,General Aviation and Private Aircraft
1478,Rockwell Gulfstream Jetprop 840,General Aviation and Private Aircraft
1479,Rockwell International 690B,General Aviation and Private Aircraft
1480,Rockwell Sabreliner 60,General Aviation and Private Aircraft
1481,Rockwell Sabreliner 65,General Aviation and Private Aircraft
1482,Rohrbach Roland,Vintage Aircraft
1483,Royal Airship Works R-101,Airships
1484,Royal Airship Works ZR-2 (airship),Airships
1485,Rutan Long EZ (experimental aircraft),Specialized or Experimental Aircraft
1486,Ryan M-1,Vintage Aircraft
1487,SNCASE Languedoc,Civilian Passenger Aircraft
1488,SNCASE SE.2010 Armagnac,Civilian Passenger Aircraft
1489,SNIAS SA330J,Helicopters
1490,SPCA Meteore 63,Civilian Passenger Aircraft
1491,Saab 340A,Civilian Passenger Aircraft
1492,Saab 340B,Civilian Passenger Aircraft
1493,Saab Scandia,Civilian Passenger Aircraft
1494,Saab Scandia 90A-1,Civilian Passenger Aircraft
1495,Sabca F-VII,Civilian Passenger Aircraft
1496,Sabca S-73,Civilian Passenger Aircraft
1497,Salmson 2-A-2,Civilian Passenger Aircraft
1498,Saro A-19 Cloud,Civilian Passenger Aircraft
1499,Savbia-Marchetti  S-73P,Civilian Passenger Aircraft
1500,Savoia Marchetti S-66,Civilian Passenger Aircraft
1501,Savoia Marchetti S55,Civilian Passenger Aircraft
1502,Savoia Marchetti SM-73,Civilian Passenger Aircraft
1503,Savoia Marchetti SM-95,Civilian Passenger Aircraft
1504,Savoia-Marchetti S-66,Civilian Passenger Aircraft
1505,Savoia-Marchetti SM-73,Civilian Passenger Aircraft
1506,Savoia-Marchetti SM-75,Civilian Passenger Aircraft
1507,Savoia-Marchetti SM-83,Civilian Passenger Aircraft
1508,Savoia-Marchetti SM-95,Civilian Passenger Aircraft
1509,Schutte-Lanz S-L-10 (airship),Airships
1510,Schutte-Lanz S-L-9 (airship),Airships
1511,Sepecat Jaguar A,Military Fighter Aircraft
1512,Shaanxi Y-8D,Cargo and Transport Aircraft
1513,Shaanxi Y-8F-200W,Cargo and Transport Aircraft
1514,Shaanxi Y-8GX-3,Cargo and Transport Aircraft
1515,Shaanxi Yunshuji Y-8,Cargo and Transport Aircraft
1516,Shin Meiwa PS-1,Cargo and Transport Aircraft
1517,Short  S-29 Stirling V,Civilian Passenger Aircraft
1518,Short 300-200,Civilian Passenger Aircraft
1519,Short 330-200,Civilian Passenger Aircraft
1520,Short 360,Civilian Passenger Aircraft
1521,Short 360-100,Civilian Passenger Aircraft
1522,Short 360-300,Civilian Passenger Aircraft
1523,Short Calcutta (flying boat),Vintage Aircraft
1524,Short Empire Flying Boat,Vintage Aircraft
1525,Short Empire flying boat,Vintage Aircraft
1526,Short S-17 Kent,Vintage Aircraft
1527,Short S-23,Vintage Aircraft
1528,Short S-25 Sunderland 3 (flying boat),Vintage Aircraft
1529,Short S-26 (flying boat),Vintage Aircraft
1530,Short S-30 (flying boat),Vintage Aircraft
1531,Short S-8 Calcutta flying boat,Vintage Aircraft
1532,Short SC-7 Skyvan,Cargo and Transport Aircraft
1533,Short SC-7 Skyvan 3-100,Cargo and Transport Aircraft
1534,Short SC-7 Skyvan 3-200,Cargo and Transport Aircraft
1535,Short SC-7 Skyvan 3-300,Cargo and Transport Aircraft
1536,Short SC-7 Skyvan 3A-200,Cargo and Transport Aircraft
1537,Short SC-7 Skyvan 3M Variant 100,Cargo and Transport Aircraft
1538,Short Sandringham (flying boat),Vintage Aircraft
1539,Short Sandringham 2 (flying boat),Vintage Aircraft
1540,Short Sandringham 5 (flying boat),Vintage Aircraft
1541,Short Sandringham 6 (flying boat),Vintage Aircraft
1542,Short Solent 3 (flying boat),Vintage Aircraft
1543,Short Stirling,Military Bomber Aircraft
1544,Short Stirling IV,Military Bomber Aircraft
1545,Short Sunderland,Vintage Aircraft
1546,Short Sunderland 3,Vintage Aircraft
1547,Short Sunderland 9 (flying boat),Vintage Aircraft
1548,Siebel Si-204,Civilian Passenger Aircraft
1549,Sikorsky S-76A,Helicopters
1550,Sikorsky CH-53,Helicopters
1551,Sikorsky CH-53A,Helicopters
1552,Sikorsky CH-53C,Helicopters
1553,Sikorsky CH-53D,Helicopters
1554,Sikorsky S-25,Civilian Passenger Aircraft
1555,Sikorsky S-38 Flying Boat,Vintage Aircraft
1556,Sikorsky S-38B,Vintage Aircraft
